"Program","Year","State","Domain.Category","APPLICATIONS, MEASURED IN LB","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","APPLICATIONS, MEASURED IN NUMBER, AVG","TREATED, MEASURED IN PCT OF AREA BEARING, AVG","Herbicide.ID","Acute Toxic","Corrosive","Environmental Hazard","Flammable","Health Hazard","Irritant","Additional.Info"
"SURVEY",2021,"CALIFORNIA","OXYFLUORFEN = 111601","1,700","0.301","0.388","1.3","11",111601,0,0,1,0,0,0,"H400 (98.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (98.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2021,"CALIFORNIA","PARAQUAT = 61601"," (D)"," (D)"," (D)"," (D)"," (D)",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2021,"CALIFORNIA","PENDIMETHALIN = 108501","10,800","1.327","1.357","1","20",108501,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2021,"CALIFORNIA","TOTAL","16,900",NA,NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2021,"FLORIDA","CARFENTRAZONE-ETHYL = 128712"," (D)"," (D)"," (D)"," (D)"," (D)",128712,0,0,1,0,0,0,"H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2021,"FLORIDA","CLETHODIM = 121011"," (D)"," (D)"," (D)"," (D)"," (D)",121011,0,0,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2021,"FLORIDA","COPPER ETHANOLAMINE = 24409"," (D)"," (D)"," (D)"," (D)"," (D)",24409,0,1,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H312: Harmful in contact with skin [Warning Acute toxicity, dermal]

H314: Causes severe skin burns and eye damage [Danger Skin corrosion/irritation]

H332: Harmful if inhaled [Warning Acute toxicity, inhalation]"
"SURVEY",2021,"FLORIDA","DIMETHENAMID = 129051"," (D)"," (D)"," (D)"," (D)"," (D)",129051,0,0,1,0,0,1,"H302 (100%): Harmful if swallowed [Warning Acute toxicity, oral]

H317 (71.2%): May cause an allergic skin reaction [Warning Sensitization, Skin]

H332 (71.2%): Harmful if inhaled [Warning Acute toxicity, inhalation]

H400 (71.2%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (71.2%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H411 (26.7%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2021,"FLORIDA","FLUMIOXAZIN = 129034"," (D)"," (D)"," (D)"," (D)"," (D)",129034,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2021,"FLORIDA","FLUROXYPYR 1-MHE = 128968"," (D)"," (D)"," (D)"," (D)"," (D)",128968,0,0,1,0,0,0,"H411 (98.9%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2021,"FLORIDA","GLYPHOSATE ISO. SALT = 103601"," (D)"," (D)"," (D)"," (D)"," (D)",103601,0,0,1,0,0,0,"H411 (98.9%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2021,"FLORIDA","HALOSULFURON-METHYL = 128721"," (D)"," (D)"," (D)"," (D)"," (D)",128721,0,0,1,0,1,0,"H360D: May damage the unborn child [Danger Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2021,"FLORIDA","KANTOR = 129108"," (D)"," (D)"," (D)"," (D)"," (D)",129108,0,0,1,0,0,0,"H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2021,"FLORIDA","TOTAL","2,600",NA,NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2023,"CALIFORNIA","CARFENTRAZONE-ETHYL = 128712"," (D)"," (D)"," (D)"," (D)"," (D)",128712,0,0,1,0,0,0,"H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2023,"CALIFORNIA","FLUMIOXAZIN = 129034","3,900","0.078","0.315","4.1","29",129034,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2023,"CALIFORNIA","OXYFLUORFEN = 111601"," (D)"," (D)"," (D)"," (D)"," (D)",111601,0,0,1,0,0,0,"H400 (98.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (98.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2023,"CALIFORNIA","PENDIMETHALIN = 108501","71,400","0.923","5.892","6.4","28",108501,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2023,"CALIFORNIA","TOTAL","89,700",NA,NA,NA,"29",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2023,"FLORIDA","2,4-D, DIMETH. SALT = 30019"," (D)"," (D)"," (D)"," (D)"," (D)",30019,0,1,1,0,0,1,"H302 (100%): Harmful if swallowed [Warning Acute toxicity, oral]

H312 (18.6%): Harmful in contact with skin [Warning Acute toxicity, dermal]

H317 (100%): May cause an allergic skin reaction [Warning Sensitization, Skin]

H318 (100%): Causes serious eye damage [Danger Serious eye damage/eye irritation]

H332 (18.6%): Harmful if inhaled [Warning Acute toxicity, inhalation]

H410 (35.7%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H411 (64.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2023,"FLORIDA","CLETHODIM = 121011"," (D)"," (D)"," (D)"," (D)"," (D)",121011,0,0,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2023,"FLORIDA","FLUMIOXAZIN = 129034"," (D)"," (D)"," (D)"," (D)"," (D)",129034,0,0,1,0,1,0,"H361d: Suspected of damaging the unborn child [Warning Reproductive toxicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2023,"FLORIDA","GLYPHOSATE ISO. SALT = 103601"," (D)"," (D)"," (D)"," (D)"," (D)",103601,0,0,1,0,0,0,"H411 (98.9%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2023,"FLORIDA","METSULFURON-METHYL = 122010"," (D)"," (D)"," (D)"," (D)"," (D)",122010,0,0,1,0,0,0,"H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2023,"FLORIDA","PARAQUAT = 61601"," (D)"," (D)"," (D)"," (D)"," (D)",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2023,"FLORIDA","PENOXSULAM = 119031"," (D)"," (D)"," (D)"," (D)"," (D)",119031,0,0,1,0,0,0,"H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2023,"FLORIDA","S-METOLACHLOR = 108800"," (D)"," (D)"," (D)"," (D)"," (D)",108800,0,0,0,0,0,1,"H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H332 (100%): Harmful if inhaled [Warning Acute toxicity, inhalation]"
"SURVEY",2023,"FLORIDA","TOTAL","9,900",NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA
